日付,借方勘定,借方金額,貸方勘定,貸方金額,備考
2021/10/06,漆教室代(研究費),"15,000",現金,"15,000",加藤小兵衞商店
2021/10/06,水道光熱費,"784",クレジットカード,"784","ガス代 20%10月分3,559+360=3,919円"
2021/10/08,消耗品費,"3,245",クレジットカード,"3,245",事務用品　スケジュール帳　Amazon
2021/10/08,会議費(打合せ),"885",クレジットカード,"885",kit打ち合わせ茶菓子　ルプチメック京都大丸店
2021/10/09,金継仕事材料代・教室運営消耗品費,"1,320",クレジットカード,"1,320",金継ぎ関係　洗浄用スポンジ洛北ロフト
2021/10/11,旅費交通費,"1,220",普通預金(引き落とし),"1,220",電車代　pitapa 住信SBIネット銀行より引き落とし
2021/10/13,旅費交通費,"2,230",現金,"2,230",バス代　トーカイ三条河原町店
2021/10/13,現金,"4,000",自宅金継仕事,"4,000",鄭さん
2021/10/14,消耗品費,"2,980",クレジットカード,"2,980",事務用品　プリンターインクカートリッジ　amazon.com
2021/10/16,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote
2021/10/16,接待交際費,"2,200",クレジットカード,"2,200",贈答品・高砂先生へ靴下メルカリ
2021/10/16,金継仕事材料代・教室運営消耗品費,"190",クレジットカード,"190",金継ぎ関係　ティッシュ　無印良品北大路ビブレ店
2021/10/18,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40% ゆうちょより振込10万円
2021/10/19,金継仕事材料代・教室運営消耗品費,"500",クレジットカード,"500",金継ぎ関係ミニルーター　ラクマ
2021/10/19,金継仕事材料代・教室運営消耗品費,"899",クレジットカード,"899",金継ぎ関係　ミニルータービット　メルカリ
2021/10/20,水道光熱費,"1,392",クレジットカード,"1,392",電気代 50%
2021/10/20,金継仕事材料代・教室運営消耗品費,"990",現金,"990",金継ぎ関係　生漆　加藤小兵衛商店
2021/10/21,金継仕事材料代・教室運営消耗品費,"330",paypay,"330",金継ぎ関係　ダイヤモンドやすり
2021/10/21,消耗品費,"618",クレジットカード,"618",日用品　水　ヨドバシドットコム
2021/10/21,接待交際費,"5,061",普通預金(振込など),"5,061",贈答品・大井さんへ　食品　高橋畜産
2021/10/23,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト2021年11月号Amazon
2021/10/24,通信費,"2,971",クレジットカード,"2,971","NTT西日本 50%10月分5,942円"
2021/10/25,振込,"16,000",自宅金継仕事,"16,000",的場大樹さん金継ぎ　三井住友銀行に振込
2021/10/25,現金,"19,500",好日居教室,"19,500","1,500円×13人=19,500"
2021/10/25,旅費交通費,"1,730",クレジットカード,"1,730",タクシー代　自宅から好日居　uber MKタクシー
2021/10/26,現金,"18,000",好日居教室,"18,000","1,500円×12人＝18,000"
2021/10/26,金継仕事材料代・教室運営消耗品費,"789",クレジットカード,"789",金継ぎ関係　接着剤　Amazon
2021/10/27,現金,"2,150",金継ぎ材料・道具等販売,"2,150",池辺尚代さん　弁柄漆
2021/10/27,旅費交通費,"1,970",クレジットカード,"1,970",タクシー代　好日居から自宅　Uber MKタクシー
2021/10/27,現金,"12,000",好日居教室,"12,000","1,500円×8人＝12,000"
2021/10/29,消耗品費,"1,100",クレジットカード,"1,100",日用品　食器洗浄ブラシ　ACTUS
2021/10/31,通信費,"3,752",クレジットカード,"3,752","ドコモ 80% 11月分4,690円"
2021/11/02,消耗品費,"1,040",クレジットカード,"1,040",日用品　マスク　ヨドバシドットコム
2021/11/02,金継仕事材料代・教室運営消耗品費,"300",クレジットカード,"300",金継ぎ関係　サランラップ　ヨドバシドットコム
2021/11/02,消耗品費,"625",クレジットカード,"625",日用品　京都市ゴミ袋　生鮮館なかむら下鴨店
2021/11/02,水道光熱費,"3,000",現金,"3,000","灯油代 50%50ℓ6,000円　青山石油"
2021/11/03,消耗品費,"327",クレジットカード,"327",日用品　マスク　ヨドバシドットコム
2021/11/04,振込,"162,000",自宅金継仕事,"162,000",緒方さん
2021/11/05,水道光熱費,"1,032",クレジットカード,"1,032","ガス代 20%11月分4,799+360=5,159円"
2021/11/09,消耗品費,"276",クレジットカード,"276",日用品　刃物用オイル　ヨドバシドットコム
2021/11/10,接待交際費,"3,000",クレジットカード,"3,000",贈答品・ちこちゃんや竹村さんなど生徒さんに栗ジャム　坂の途中
2021/11/11,接待交際費,"8,325",普通預金(振込など),"8,325",会食　好日居教室食材　高橋畜産へ楽天銀行より振込
2021/11/11,金継仕事材料代・教室運営消耗品費,"427",クレジットカード,"427",金継ぎ関係　マスキングテープ　Amazon
2021/11/15,美術館・お寺観覧代・器など(取材・研究費),"27,500",クレジットカード,"27,500",食器など(研究費)臼杵さん漆のもの　kit
2021/11/17,接待交際費,"6,000",現金,"6,000",会食　関さん高砂さんと　ユーゲ
2021/11/17,金継仕事材料代・教室運営消耗品費,"152",クレジットカード,"152",金継ぎ関係　マスキングテープ　ヨドバシドットコム
2021/11/18,接待交際費,"5,231",普通預金(振込など),"5,231",土産代　秦家ハーブ類　makaゆうちょ振込
2021/11/18,会議費(打合せ),"1,930",現金,"1,930",花辺にて　関さん高砂さんと
2021/11/18,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote
2021/11/19,水道光熱費,"4,595",クレジットカード,"4,595","電気代 50%11月分9,190円"
2021/11/22,現金,"18,000",好日居教室,"18,000","昼8名夜4名1,500円×12人"
2021/11/22,旅費交通費,"1,050",クレジットカード,"1,050",タクシー代自宅から好日居までUberMKタクシー
2021/11/23,現金,"16,500",好日居教室,"16,500","昼7名夜4名1,500円×11人"
2021/11/23,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40% 三井住友銀行より10万円振込
2021/11/24,通信費,"2,923",クレジットカード,"2,923","NTT西日本 50% 11月分5,845円"
2021/11/24,現金,"21,000",好日居教室,"21,000","昼8名夜6名1,500円×14名"
2021/11/25,旅費交通費,"1,690",クレジットカード,"1,690",タクシー代好日居から自宅までUberMK
2021/11/26,接待交際費,"1,650",クレジットカード,"1,650",贈答品 大井さんへブローチ　藤井大丸クラスカ
2021/11/26,接待交際費,"1,980",クレジットカード,"1,980",贈答品・秦さんへ　くーちゃんぬいぐるみ　藤井大丸クラスカ
2021/11/26,接待交際費,"1,296",クレジットカード,"1,296",贈答品・大井さんへお年賀餅　AKOMRYA京都BAL店
2021/11/26,接待交際費,"1,760",クレジットカード,"1,760",贈答品・エフスタイルへミニタワシAKOMEYA
2021/11/26,接待交際費,"702",クレジットカード,"702",贈答品 寺崎さんへ干菓子　高島屋
2021/11/27,接待交際費,"1,000",現金,"1,000",会食　有田さん林さん榊ちゃんと五十松にて
2021/11/28,消耗品費,"480",クレジットカード,"480",事務用品ノート、カレンダー無印良品北大路ビブレ店
2021/11/28,旅費交通費,"1,860",現金,"1,860",バス代バス券トーカイ北大路ビブレ店
2021/11/28,旅費交通費,"12,400",クレジットカード,"12,400",新幹線代12/12分京都から新横浜
2021/11/30,水道光熱費,"2,011",クレジットカード,"2,011","水道代 20%9/16〜11/16分10,054円"
2021/11/30,消耗品費,"585",クレジットカード,"585",日用品　洗剤　ヨドバシドットコム
2021/11/30,通信費,"3,472",クレジットカード,"3,472","ドコモ 80% 2021年12月分4,340円"
2021/11/30,消耗品費,"760",クレジットカード,"760",日用品　洗浄用スポンジ　Amazon 
2021/12/01,漆教室代(研究費),"15,000",現金,"15,000",加藤小兵衞商店
2021/12/01,接待交際費,"4,500",現金,"4,500",会食　kit椹木さんと　ポルトガル料理ビバリオ
2021/12/02,会議費(打合せ),"1,200",現金,"1,200",木山夫婦と　橘さんのカフェにて
2021/12/03,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト12月号　Amazon
2021/12/06,水道光熱費,"1,354",クレジットカード,"1,354","ガス代 20%12月分6,410+360=6770円"
2021/12/06,会議費(打合せ),"8,100",クレジットカード,"8,100",好日居、鎌倉教室打ち合わせ　菓子代ルプチブルー
2021/12/07,接待交際費,"3,687",普通預金(振込など),"3,687",贈答　エフスタイルへお肉ギフト　高橋畜産楽天銀行より振込
2021/12/08,金継仕事材料代・教室運営消耗品費,"990",現金,"990",金継ぎ関係 生漆　加藤小兵衛商店
2021/12/09,消耗品費,"431",クレジットカード,"431",日用品　トイレットペーパー　ヨドバシドットコム
2021/12/10,旅費交通費,"520",普通預金(引き落とし),"520",電車代pitapa10月利用分
2021/12/10,金継仕事材料代・教室運営消耗品費,"2,310",クレジットカード,"2,310",金継ぎ関係　麻布　マーガレットハウエル
2021/12/10,消耗品費,"376",クレジットカード,"376",日用品 ボタン電池　Amazon
2021/12/10,荷造運賃,"1,656",suica,"1,656",送料自宅から大井さん宅へ出張荷物　ヤマト運輸
2021/12/11,消耗品費,"553",クレジットカード,"553",日用品　トイレクリーナー Amazon 
2021/12/12,旅費交通費,"1,020",普通預金(引き落とし),"1,020",電車代pitapa10月分SBI引き落とし
2021/12/12,会議費(打合せ),"1,134",現金,"1,134",鎌倉教室打合せ　食品ロングトラックフーズ
2021/12/12,会議費(打合せ),"616",suica,"616",鎌倉教室打合せ　食品New Days
2021/12/12,会議費(打合せ),"3,000",現金,"3,000",鎌倉教室打合せ　食品　秀吉
2021/12/12,会議費(打合せ),"1,600",現金,"1,600",大井さんと打合せランチ　大村
2021/12/12,旅費交通費,"561",suica,"561",電車代　新横浜から鎌倉
2021/12/12,現金,"16,000",その他個人宅訪問金継,"16,000","大井さんち4,000円×4人"
2021/12/13,現金,"16,000",その他個人宅訪問金継,"16,000","大井さんち4,000円×4人"
2021/12/14,荷造運賃,"1,556",クレジットカード,"1,556",鎌倉から自宅へ出張荷物　クロネコペイ
2021/12/14,旅費交通費,"1,391",suica,"1,391",電車代　鎌倉東京京都出張移動
2021/12/14,現金,"20,000",その他個人宅訪問金継,"20,000",高堂さんち
2021/12/14,旅費交通費,"13,070",クレジットカード,"13,070",新幹線代　品川から京都
2021/12/14,消耗品費,"463",クレジットカード,"463",日用品　マスク　ヨドバシドットコム
2021/12/15,金継仕事材料代・教室運営消耗品費,"2,246",クレジットカード,"2,246",金継ぎ関係　ケガキ針　Amazon
2021/12/15,水道光熱費,"1,790",現金,"1,790","灯油代 50% 30リットル3,580円"
2021/12/16,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40%住信SBIネットバンクより10万振込
2021/12/17,旅費交通費,"260",suica,"260",電車代　直コーヒー打合せ
2021/12/17,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト2022年1月版
2021/12/17,消耗品費,"880",クレジットカード,"880",事務用品　ラッピング用品　PLAZA京都四条店
2021/12/17,会議費(打合せ),"2,100",現金,"2,100",直コーヒー
2021/12/17,金継仕事材料代・教室運営消耗品費,"390",クレジットカード,"390",金継ぎ関係　教室用手指消毒ジェル
2021/12/18,旅費交通費,"840",現金,"840",バス代　トーカイ北大路ビブレ店
2021/12/20,旅費交通費,"1,780",クレジットカード,"1,780",タクシー代　自宅から好日居
2021/12/20,現金,"15,000",好日居教室,"15,000","昼4夜6 1,500円×10人＝15,000円"
2021/12/20,水道光熱費,"6,014",クレジットカード,"6,014","電気代 50%12月分12,027円"
2021/12/21,現金,"18,000",好日居教室,"18,000","昼7夜6  1,500円×13人＝18,000円"
2021/12/22,旅費交通費,"1,820",クレジットカード,"1,820",タクシー代　好日居から自宅　UberMK
2021/12/22,現金,"25,500",好日居教室,"25,500","昼8夜9  1,500円×17人＝25,500円"
2021/12/22,接待交際費,"3,500",現金,"3,500",贈答品・エフスタイルへ水野くんの漆器　好日居にて
2021/12/24,金継仕事材料代・教室運営消耗品費,"291",クレジットカード,"291",金継ぎ関係　教室用油性ペン　ヨドバシドットコム
2021/12/24,金継仕事材料代・教室運営消耗品費,"324",クレジットカード,"324",金継ぎ関係　教室用サランラップ　ヨドバシドットコム
2021/12/24,金継仕事材料代・教室運営消耗品費,"1,070",クレジットカード,"1,070",金継ぎ関係　教室用マスク　ヨドバシドットコム
2021/12/24,接待交際費,"12,635",現金,"12,635",会食　大井さんとYulala
2021/12/24,美術館・お寺観覧代・器など(取材・研究費),"1,500",現金,"1,500",秦さんち　しめ縄作り参加費
2021/12/24,通信費,"2,877",クレジットカード,"2,877","NTT西日本 50%2021年12月分5,753円"
2021/12/25,接待交際費,"386",クレジットカード,"386",贈答品・エフスタイルへ菓子　オーガニックプラザ北大路ビブレ店
2021/12/27,接待交際費,"7,986",クレジットカード,"7,986",贈答品・エフスタイルへワイン　リカーMORISAWA楽天店
2021/12/27,接待交際費,"3,630",クレジットカード,"3,630",会食　好日居教室　ワイン　リカーMORISAWA
2021/12/27,消耗品費,"220",現金,"220",日用品　セロテープ　キャンドゥ北大路ビブレ
2021/12/28,水道光熱費,"1,635",現金,"1,635","灯油代 50% 28ℓ3,270円"
2021/12/29,接待交際費,"3,000",現金,"3,000",秦家にて金継会メンバーにて餅つき参加費
2021/12/29,接待交際費,"5,000",現金,"5,000",会食　金継ぎ関係　ユーゲにて
2021/12/30,水道光熱費,"1,680",現金,"1,680","灯油代 50% 28ℓ3,360円"
2021/12/31,通信費,"3,611",クレジットカード,"3,611","ドコモ 80%2022年1月分4,514円"
2022/01/01,接待交際費,"2,500",現金,"2,500",会食　ユーゲで
2022/01/01,消耗品費,"1,725",クレジットカード,"1,725",日用品　たわし　Amazonドットコム
2022/01/02,消耗品費,"90",クレジットカード,"90",事務用品　封筒　無印良品北大路ビブレ店
2022/01/02,金継仕事材料代・教室運営消耗品費,"442",クレジットカード,"442",金継ぎ関係　サランラップ　KOHYO北大路ビブレ店
2022/01/04,消耗品費,"198",クレジットカード,"198",事務用品　のり　ヨドバシドットコム
2022/01/06,振込,"37,000",自宅金継仕事,"37,000",武藤典子さんより三井住友銀行に振込
2022/01/07,接待交際費,"7,640",現金,"7,640",会食　ユーゲさん関さん　YuLaLa
2022/01/07,接待交際費,"3,440",クレジットカード,"3,440",会食　ユーゲさん関さん　PicNic
2022/01/07,金継仕事材料代・教室運営消耗品費,"1,507",クレジットカード,"1,507",金継ぎ関係　ケガキ針　Amazon
2022/01/07,金継仕事材料代・教室運営消耗品費,"1,552",クレジットカード,"1,552",金継ぎ関係　カッター　Amazon
2022/01/08,金継仕事材料代・教室運営消耗品費,"610",クレジットカード,"610",金継ぎ関係　吸水スポンジ、テッシュ　ヨドバシドットコム
2022/01/08,雑費,"2,100",クレジットカード,"2,100",灯油のポリタンク　ヨドバシドットコム
2022/01/08,消耗品費,"296",クレジットカード,"296",日用品　灯油用ポンプ　Amazon
2022/01/08,水道光熱費,"1,467",クレジットカード,"1,467","ガス代 20%1月分6,973+360=7,333円"
2022/01/08,金継仕事材料代・教室運営消耗品費,"93",suica,"93",金継ぎ関係 アルミホイル　KOHYO
2022/01/08,雑費,"400",現金,"400",京都市ゴミ処理券　ローソン烏丸北大路店
2022/01/08,接待交際費,"1,972",クレジットカード,"1,972",贈答品・エフスタイルへ菓子　オーガニックプラザ北大路ビブレ店
2022/01/08,消耗品費,"1,659",クレジットカード,"1,659",日用品　器運搬袋、ペン　無印良品北大路ビブレ店
2022/01/10,消耗品費,"600",クレジットカード,"600",ソフトウェア　taxnote Apple
2022/01/11,旅費交通費,"440",クレジットカード,"440",飛行機代　4月予定してた新潟出張の航空券払戻手数料ANA
2022/01/11,旅費交通費,"1,790",普通預金(引き落とし),"1,790",電車代pitapa住信SBIネット銀行より引落し　
2022/01/13,水道光熱費,"2,335",現金,"2,335","灯油代 50% 40ℓ4,670円　青山石油"
2022/01/13,接待交際費,"1,296",クレジットカード,"1,296",贈答品・エフスタイルへ食品　フレンドフーズ
2022/01/14,消耗品費,"658",クレジットカード,"658",事務用品 コピー用紙　Amazon
2022/01/16,消耗品費,"488",クレジットカード,"488",日用品 電池　Amazon
2022/01/17,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40% ゆうちょダイレクトより10万円振込
2022/01/18,金継仕事材料代・教室運営消耗品費,"990",クレジットカード,"990",金継ぎ関係　ヘッドライト　無印良品北大路ビブレ
2022/01/18,接待交際費,"3,120",クレジットカード,"3,120",会食　好日居教室　食品　KOHYO北大路ビブレ店
2022/01/19,接待交際費,"864",クレジットカード,"864",贈答品・抹茶　エフスタイルヘ　香月園楽天店
2022/01/19,会議費(打合せ),"3,481",普通預金(振込など),"3,481",好日居教室菓子　新潟十三夜さんにゆうちょより振込
2022/01/20,接待交際費,"11,534",普通預金(振込など),"11,534",会食　好日居教室　食品　高橋畜産に住信SBIより振込
2022/01/21,会議費(打合せ),"863",クレジットカード,"863",鎌倉金継会打合せ　パン　グランディール下鴨店
2022/01/23,消耗品費,"337",クレジットカード,"337",日用品ウエットティッシュ　ヨドバシドットコム
2022/01/23,消耗品費,"636",クレジットカード,"636",日用品　トイレペーパー　ヨドバシドットコム
2022/01/23,旅費交通費,"890",クレジットカード,"890",タクシー代　自宅から好日居　UberMK
2022/01/24,現金,"18,000",好日居教室,"18,000","昼7夜5 1,500円×12人＝18,000円"
2022/01/24,水道光熱費,"9,388",クレジットカード,"9,388","電気代 50%1月分18,776円"
2022/01/24,通信費,"2,868",クレジットカード,"2,868","NTT西日本 50%2022年1月分5,735円"
2022/01/25,現金,"15,000",好日居教室,"15,000","昼6夜4 1,500円×10人＝15,000円"
2022/01/25,現金,"500",金継ぎ材料・道具等販売,"500",高増くん　塗筆一本
2022/01/25,消耗品費,"573",クレジットカード,"573",日用品　重曹　Amazon
2022/01/26,旅費交通費,"1,900",クレジットカード,"1,900",タクシー代　好日居から自宅UberMK 
2022/01/26,金継仕事材料代・教室運営消耗品費,"294",クレジットカード,"294",金継ぎ関係　ティッシュ　セブンイレブン京都平安神宮前店
2022/01/26,旅費交通費,"1,900",クレジットカード,"1,900",タクシー代　好日居から自宅　UberMK
2022/01/26,現金,"15,000",好日居教室,"15,000","昼5夜5 1,500円×10人＝15,000円"
2022/01/26,現金,"1,000",金継ぎ材料・道具等販売,"1,000",濱口直巳さん　毛棒一本
2022/01/27,接待交際費,"604",suica,"604",会食　高砂先生と　パン ビゴ北大路ビブレ店
2022/01/27,接待交際費,"367",suica,"367",会食　高砂先生と　パン　ビゴ北大路ビブレ店
2022/01/30,接待交際費,"22,200",現金,"22,200",贈答品・金継ぎ関係者へ苺代　佐藤公一
2022/01/30,接待交際費,"25,100",現金,"25,100",贈答品・金継ぎ関係者へ苺　佐藤公一
2022/01/30,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト2022年2月号
2022/01/31,水道光熱費,"1,755",クレジットカード,"1,755","水道代 20%11/17〜1/17 36㎥8,777円"
2022/01/31,消耗品費,"250",現金,"250",日用品　マスク　ヨドバシドットコム
2022/01/31,通信費,"3,544",クレジットカード,"3,544","ドコモ 80%2022年2月分4,430円"
2022/01/31,旅費交通費,"1,955",現金,"1,955",バス代　バス券　トーカイ北大路ビブレ店
2022/02/01,水道光熱費,"3,055",現金,"3,055","灯油代 50% 50ℓ6,110円"
2022/02/01,新聞図書費 ,"1,210",クレジットカード,"1,210",英語参考書　英単語ターゲット1900  Amazon
2022/02/01,接待交際費,"780",現金,"780",土産代　新潟の岡田英樹さんへお菓子　下鴨みたらし茶屋
2022/02/04,消耗品費,"695",クレジットカード,"695",日用品 掃除用品　ヨドバシドットコム
2022/02/04,水道光熱費,"1,525",クレジットカード,"1,525","ガス代 20%2月分7,266+360=7,626"
2022/02/05,消耗品費,"2,214",クレジットカード,"2,214",日用品　作業用ヘッドライト、電池　Amazon
2022/02/08,新聞図書費 ,"3,520",クレジットカード,"3,520",書籍代「ビルマ危機の本質」ドラマ楽天市場店
2022/02/08,通信費,"840",suica,"840",郵便　切手　洛北高校前郵便局
2022/02/10,消耗品費,"860",クレジットカード,"860",ソフトウェア英会話ターゲット1900 Apple
2022/02/10,旅費交通費,"2,080",普通預金(引き落とし),"2,080",電車代pitapa 住信SBIネット銀行より引落し
2022/02/10,接待交際費,"5,600",現金,"5,600",贈答品・金継ぎ関係者へ苺　佐藤公一
2022/02/10,消耗品費,"600",クレジットカード,"600",ソフトウェア　taxnote apple 
2022/02/12,消耗品費,"792",suica,"792",事務用品　筆記具　Vコーゼ北大路ビブレ店
2022/02/15,水道光熱費,"1,830",現金,"1,830","灯油代 50% 30ℓ3,660円"
2022/02/15,旅費交通費,"9,960",クレジットカード,"9,960",飛行機代 2022年6/7分新潟から伊丹空港　ANA
2022/02/15,旅費交通費,"9,360",クレジットカード,"9,360",飛行機代2022年6/7分伊丹から新潟　ANA
2022/02/16,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト3月号Amazon
2022/02/17,金継仕事材料代・教室運営消耗品費,"310",QUICPay,"310",金継ぎ関係　クリームケースなど　無印良品北大路ビブレ店
2022/02/17,消耗品費,"1,492",QUICPay,"1,492",事務用品　文具　無印良品北大路ビブレ店
2022/02/18,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40% 篠原さんへ楽天銀行からウェブ振込10万円
2022/02/19,水道光熱費,"7,158",クレジットカード,"7,158","電気代 50%2月分14,315円"
2022/02/21,現金,"19,500",好日居教室,"19,500","昼6夜7 1,500円×13名＝19,500円"
2022/02/22,現金,"16,500",好日居教室,"16,500","昼6夜5 1,500円×11名＝16,500円"
2022/02/22,旅費交通費,"1,540",クレジットカード,"1,540",タクシー代　自宅から好日居UberMK
2022/02/23,旅費交通費,"1,620",クレジットカード,"1,620",タクシー代　好日居から自宅UberMK
2022/02/23,現金,"16,500",好日居教室,"16,500","昼5夜6 1,500円×11名＝16,500円"
2022/02/23,現金,"5,000",自宅金継仕事,"5,000",牧口千夏さん
2022/02/24,消耗品費,"50",クレジットカード,"50",日用品　ゴミ袋
2022/02/24,通信費,"2,867",クレジットカード,"2,867","NTT西日本 50%2022年2月分5,734円"
2022/02/24,荷造運賃,"1,436",paypay,"1,436",送料　エフスタイルへ贈り物
2022/02/26,新聞図書費 ,"1,210",クレジットカード,"1,210",英語参考書　Amazon
2022/02/26,消耗品費,"1,729",クレジットカード,"1,729",日用品　マスク　Amazon
2022/02/28,消耗品費,"860",クレジットカード,"860",ソフトウェア　アプリ英単語ターゲット1400  
2022/02/28,通信費,"3,434",クレジットカード,"3,434","ドコモ 80%3月分4,292円"
2022/03/01,水道光熱費,"1,830",現金,"1,830",灯油代 50% 30ℓ 青山石油北大路サービスステーション
2022/03/01,消耗品費,"578",クレジットカード,"578",日用品　トイレペーパー　Amazon
2022/03/01,新聞図書費 ,"6,250",クレジットカード,"6,250",本「漆芸品の鑑賞基礎知識」メルカリ
2022/03/02,旅費交通費,"1,260",現金,"1,260",バス代バス券トーカイ北大路ビブレ店
2022/03/04,消耗品費,"396",QUICPay,"396",事務用品 筆記具　Vコーゼ北大路ビブレ店
2022/03/07,振込,"6,000",自宅金継仕事,"6,000",お菓子丸　杉早陽子さん
2022/03/08,水道光熱費,"1,720",クレジットカード,"1,720","ガス代 20%3月分8,241+360＝8,601円"
2022/03/10,旅費交通費,"780",普通預金(引き落とし),"780",電車代pitapa住信SBIネット銀行より引落し
2022/03/10,消耗品費,"353",QUICPay,"353",日用品　ゴミ袋　KOHYO北大路ビブレ店
2022/03/11,金継仕事材料代・教室運営消耗品費,"880",クレジットカード,"880",金継ぎ関係　麻布　マーガレットハウエル 
2022/03/11,金継仕事材料代・教室運営消耗品費,"1,980",クレジットカード,"1,980",金継ぎ関係　麻布　マーガレットハウエル 
2022/03/14,接待交際費,"8,932",クレジットカード,"8,932",会食　金継ぎ関係　ワイン　リカーMORISAWA楽天店
2022/03/14,金継仕事材料代・教室運営消耗品費,"429",クレジットカード,"429",金継ぎ関係　漂白剤　Amazon
2022/03/14,消耗品費,"220",クレジットカード,"220",日用品　お茶パック　ヨドバシドットコム
2022/03/15,美術館・お寺観覧代・器など(取材・研究費),"800",現金,"800",美術館・お寺観覧　大徳寺　聚光院　拝観料
2022/03/15,接待交際費,"2,250",クレジットカード,"2,250",贈答品・晴美さんへ衣類　メルカリ
2022/03/15,接待交際費,"800",現金,"800",会食　関美穂子さんと　中華のサカイ
2022/03/15,会議費(打合せ),"2,450",現金,"2,450",関美穂子さんと　橘さんのお店にて
2022/03/17,接待交際費,"9,750",普通預金(振込など),"9,750",会食金継ぎ関係者　食材　高橋畜産
2022/03/17,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃 40% 住信SBI銀行より篠原さんに10万円振込
2022/03/17,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote Apple
2022/03/18,水道光熱費,"5,704",クレジットカード,"5,704","電気代 50%3月分11,408円"
2022/03/19,金継仕事材料代・教室運営消耗品費,"1,254",QUICPay,"1,254",金継ぎ関係　マスキングテープ　洛北ロフト
2022/03/22,旅費交通費,"1,040",クレジットカード,"1,040",飛行機代7/10分伊丹から新潟へANA
2022/03/22,旅費交通費,"1,040",クレジットカード,"1,040",飛行機代7/12分新潟から伊丹ANA
2022/03/24,通信費,"2,871",クレジットカード,"2,871","NTT西日本 50%3月分5,742円"
2022/03/24,新聞図書費 ,"550",クレジットカード,"550",英会話タイムトライアルテキスト2022年4月号Amazon
2022/03/25,接待交際費,"9,700",現金,"9,700",会食　kitさん、みったんさんTardesにて
2022/03/25,接待交際費,"8,200",現金,"8,200",贈答品・金継ぎ関係者へ苺　佐藤公一
2022/03/28,現金,"15,000",好日居教室,"15,000","昼5夜5 1,500×10人＝15,000円"
2022/03/28,現金,"500",金継ぎ材料・道具等販売,"500",秋山桃子さん塗筆一本
2022/03/28,現金,"7,500",金継ぎ材料・道具等販売,"7,500",大和まこさん金蒔きセット
2022/03/28,旅費交通費,"1,460",クレジットカード,"1,460",タクシー代自宅から好日居UberMK
2022/03/29,振込,"5,000",自宅金継仕事,"5,000",研野さん
2022/03/29,現金,"13,500",好日居教室,"13,500","昼5夜4 1,500×9名＝13,500円"
2022/03/30,現金,"22,500",好日居教室,"22,500","昼7夜8 1,500×15名＝22,500円"
2022/03/31,水道光熱費,"1,692",クレジットカード,"1,692","水道代 20%2022年1/18〜3/14分35㎥8,458円"
2022/03/31,旅費交通費,"1,700",クレジットカード,"1,700",タクシー代UberMK好日居から自宅
2022/03/31,通信費,"3,434",クレジットカード,"3,434","ドコモ 80%4月分4,292円"
2022/04/01,消耗品費,"110",QUICPay,"110",事務用品　領収書　CanDo北大路ビブレ店
2022/04/01,接待交際費,"2,900",現金,"2,900",贈答品・金継ぎ関係者へ苺　佐藤公一
2022/04/02,消耗品費,"749",クレジットカード,"749",日用品　マスク　Amazon
2022/04/05,会議費(打合せ),"1,700",現金,"1,700",鎌倉大井さんと花辺にて
2022/04/05,旅費交通費,"1,050",現金,"1,050",バス代　トーカイ北大路ビブレ店
2022/04/06,水道光熱費,"1,517",クレジットカード,"1,517","ガス代 20%4月分7,224+360＝7,584円"
2022/04/07,接待交際費,"1,443",QUICPay,"1,443",土産代　チョンさん椹木さんへ
2022/04/08,金継仕事材料代・教室運営消耗品費,"380",QUICPay,"380",金継ぎ関係 マスキングテープ
2022/04/11,旅費交通費,"520",普通預金(引き落とし),"520","電車代pitapa2月分1,570円SBI銀行より引落"
2022/04/15,会議費(打合せ),"2,300",現金,"2,300",直珈琲
2022/04/17,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote apple 
2022/04/18,現金,"19,500",好日居教室,"19,500","昼6夜7 1,500円×13名＝19,500円"
2022/04/18,金継仕事材料代・教室運営消耗品費,"296",現金,"296",金継ぎ関係　テッシュペーパー
2022/04/18,旅費交通費,"1,540",クレジットカード,"1,540",タクシー代自宅から好日居UberMK
2022/04/19,現金,"15,000",好日居教室,"15,000","昼7夜3 1,500円×10名＝15,000円"
2022/04/20,水道光熱費,"3,573",クレジットカード,"3,573","電気代 50%4月分7,146円"
2022/04/20,現金,"28,000",自宅金継仕事,"28,000",研野さん
2022/04/21,現金,"16,500",好日居教室,"16,500","昼5夜6 1,500円×11名＝16,500円"
